id,name,Target_Disorder,Indication,Side_Effects,Substitutes,Chemical Class,Therapeutic Class,Action Class,Habit Forming
72978,dothipop 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
71192,dothipop 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dothitab 50mg Tablet, Elate 50mg Tablet, Dotidep 50mg Tablet, Sigdoth 50mg Tablet, Octive 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
72060,dothipop 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet, Dotidep 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69302,dothitab 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69373,dothitab 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Elate 50mg Tablet, Dothipop 50mg Tablet, Dotidep 50mg Tablet, Sigdoth 50mg Tablet, Octive 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69587,dothitab 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet, Dotidep 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
74743,dothivin 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
70779,dothix 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
72928,dothix 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dothitab 50mg Tablet, Elate 50mg Tablet, Dothipop 50mg Tablet, Dotidep 50mg Tablet, Sigdoth 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
75324,dotidep 100mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain",Doth 100mg Tablet,Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
68481,dotidep 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
68848,dotidep 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dothitab 50mg Tablet, Elate 50mg Tablet, Dothipop 50mg Tablet, Sigdoth 50mg Tablet, Octive 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69318,dotidep 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 75mg Tablet, Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67050,dotin 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Thiepin 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
68720,dotin 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 75mg Tablet, Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
77172,dotipin 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
74466,dotipin 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet, Dotidep 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
71330,dotpun 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
78291,dotpun 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dothitab 50mg Tablet, Elate 50mg Tablet, Dothipop 50mg Tablet, Dotidep 50mg Tablet, Octive 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
78920,dotpun 75mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Zedip 75mg Tablet, Dosul 75mg Tablet, Elate 75mg Tablet, Thiepin 75mg Tablet, Dotidep 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67762,dovin 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet, Betadoth 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
70314,dox 10mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxicar 10mg Tablet, Doxyril 10mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
71115,dox 25mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Actipin 25mg Tablet, Doxicar 25mg Tablet, Doxinurin 25mg Tablet, Dermapin Tablet, Doxyril 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67509,doxbrin 10mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxetar 10mg Capsule, Doxe P 10mg Capsule, Sidopin 10mg Capsule, Doxep 10mg Capsule, Doxin 10mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
68469,doxbrin 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxetar 25mg Capsule, Doxe P 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
74200,doxe p 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxetar 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule, Dopinex 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
72663,doxebal 20mg tablet,"Anxiety, Depression",Treatment of Depression; Treatment of Anxiety disorder; Treatment of Diabetic nerve pain; Treatment of Fibromyalgia; Treatment of Neuropathic pain,"Dizziness, Dryness in mouth, Headache, Nausea, Sleepiness","Dt 20mg Tablet, D Zire 20mg Tablet, Duloren 20 Tablet, Duloxee 20 Tablet, Duloxin 20 Tablet",Naphthalene Derivative,NEURO CNS,Serotonin-norepinephrine reuptake inhibitors (SNRIs),No
79656,doxebal 30mg tablet,"Anxiety, Depression",Treatment of Depression; Treatment of Anxiety disorder; Treatment of Diabetic nerve pain; Treatment of Fibromyalgia; Treatment of Neuropathic pain,"Dizziness, Dryness in mouth, Headache, Nausea, Sleepiness","Duloxee 30 Tablet, Dumax 30mg Tablet, Ducent 30mg Tablet, Duloren 30mg Tablet, Loxijas 30mg Tablet",Naphthalene Derivative,NEURO CNS,Serotonin-norepinephrine reuptake inhibitors (SNRIs),No
69680,doxedep 25mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Actipin 25mg Tablet, Doxicar 25mg Tablet, Dox 25mg Tablet, Doxinurin 25mg Tablet, Dermapin Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
74447,doxedep 75mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxinurin 75mg Tablet, Sidopin 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
73151,doxep 10mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxetar 10mg Capsule, Doxe P 10mg Capsule, Sidopin 10mg Capsule, Doxin 10mg Capsule, Oxepin 10 Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
70726,doxep 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxetar 25mg Capsule, Doxe P 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
66607,doxepin 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxetar 25mg Capsule, Doxe P 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69688,doxetar 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxe P 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule, Dopinex 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
75783,doxetar forte 75mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxe P 75mg Capsule, Xepdep 75mg Capsule, Winorol 75mg Capsule, Doxin 75mg Capsule, Spectra 75mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
75996,doxicar 10mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dox 10mg Tablet, Doxyril 10mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
74289,doxicar 25mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Actipin 25mg Tablet, Dox 25mg Tablet, Doxinurin 25mg Tablet, Dermapin Tablet, Doxyril 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67386,doxin 10mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxetar 10mg Capsule, Doxe P 10mg Capsule, Sidopin 10mg Capsule, Doxep 10mg Capsule, Oxepin 10 Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67159,doxin 25mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Psychopin 25mg Capsule, Doxetar 25mg Capsule, Doxe P 25mg Capsule, Shidopin 25mg Capsule, Sidopin 25mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
69304,doxin 75mg capsule,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Doxetar Forte 75mg Capsule, Doxe P 75mg Capsule, Xepdep 75mg Capsule, Winorol 75mg Capsule, Spectra 75mg Capsule",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
70424,doxinurin 25mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Actipin 25mg Tablet, Doxicar 25mg Tablet, Dox 25mg Tablet, Dermapin Tablet, Doxyril 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
76718,doxinurin 75mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Sidopin 75mg Tablet, Doxedep 75mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
72237,doxit 20mg tablet,"Anxiety, Depression",Treatment of Depression; Treatment of Anxiety disorder; Treatment of Diabetic nerve pain; Treatment of Fibromyalgia; Treatment of Neuropathic pain,"Dizziness, Dryness in mouth, Headache, Nausea, Sleepiness","Dt 20mg Tablet, D Zire 20mg Tablet, Doxebal 20mg Tablet, Duloren 20 Tablet, Duloxee 20 Tablet",Naphthalene Derivative,NEURO CNS,Serotonin-norepinephrine reuptake inhibitors (SNRIs),No
69901,doxit 30mg tablet,"Anxiety, Depression",Treatment of Depression; Treatment of Anxiety disorder; Treatment of Diabetic nerve pain; Treatment of Fibromyalgia; Treatment of Neuropathic pain,"Dizziness, Dryness in mouth, Headache, Nausea, Sleepiness","Duloxee 30 Tablet, Dumax 30mg Tablet, Ducent 30mg Tablet, Duloren 30mg Tablet, Loxijas 30mg Tablet",Naphthalene Derivative,NEURO CNS,Serotonin-norepinephrine reuptake inhibitors (SNRIs),No
69767,doxyril 25mg tablet,"Anxiety, Depression",Treatment of Insomnia; Treatment of Depression; Treatment of Anxiety disorder,"Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Actipin 25mg Tablet, Doxicar 25mg Tablet, Dox 25mg Tablet, Doxinurin 25mg Tablet, Dermapin Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
66922,dozep 25mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Exodep 25mg Tablet, Thiepin 25mg Tablet, Elate 25mg Tablet, DO RE ME 25mg Tablet, Gazopin 25mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
67289,dozep 50mg tablet,"Anxiety, Depression","Treatment of Anxiety disorder; Treatment of $name is thought to work by affecting the balance of certain chemicals (such as serotonin) in the brain. It helps improve mood and feelings of wellbeing, relieves anxiety and tension, helps you sleep better, and increases your energy level. It is used to treat depression that is unresponsive to other medicines. You need to take it regularly as it is prescribed for it to be most effective and should not stop taking it suddenly. Depression","Blurred vision, Constipation, Difficulty in urination, Dryness in mouth, Increased heart rate, Orthostatic hypotension (sudden lowering of blood pressure on standing), Weight gain","Dothitab 50mg Tablet, Elate 50mg Tablet, Dothipop 50mg Tablet, Dotidep 50mg Tablet, Sigdoth 50mg Tablet",Dibenzoxepin Derivative,NEURO CNS,Tricyclic antidepressants,No
